order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order,order_seq
2874920,65801,prior,1,1,13,,0
1722777,65801,prior,2,1,12,30.0,1
722648,65801,prior,3,4,12,30.0,2
3091525,65801,prior,4,1,22,30.0,3
251044,65801,prior,5,0,12,13.0,4
3287745,66001,prior,1,0,22,,0
667690,66001,prior,2,4,15,30.0,1
1340401,66001,prior,3,2,20,30.0,2
1147272,66001,prior,4,2,13,21.0,3
210960,66201,prior,10,1,19,8.0,0
1996105,66201,prior,11,0,10,6.0,1
2648427,66201,prior,12,3,15,17.0,2
2265202,66201,prior,13,6,12,24.0,3
617099,66201,prior,14,6,18,30.0,4
789520,66401,prior,2,0,11,20.0,0
2991408,66401,prior,3,2,11,23.0,1
574648,66401,prior,4,3,0,8.0,2
2191102,66401,prior,5,4,21,30.0,3
2281310,66401,prior,6,0,15,10.0,4
2375480,66601,prior,2,0,12,29.0,0
2690043,66601,prior,3,6,9,27.0,1
801054,66601,prior,4,6,12,28.0,2
3368887,66601,prior,5,6,8,7.0,3
2026290,66601,prior,6,5,12,6.0,4
2999146,66801,prior,2,1,11,16.0,0
1788660,66801,prior,3,5,11,4.0,1
619091,66801,prior,4,6,11,8.0,2
2747366,66801,prior,5,0,11,15.0,3
946012,66801,prior,6,0,13,14.0,4
2384485,67001,prior,1,2,11,,0
1082573,67001,prior,2,1,13,27.0,1
1934725,67001,prior,3,0,13,13.0,2
2518011,67001,prior,4,4,8,11.0,3
421523,67001,prior,5,0,12,30.0,4
2024330,67201,prior,2,1,15,30.0,0
1398645,67201,prior,3,2,14,30.0,1
942447,67201,prior,4,3,14,30.0,2
1222175,67201,prior,5,2,10,30.0,3
497563,67201,prior,6,1,13,30.0,4
299099,67401,prior,1,5,11,,0
2990512,67401,prior,2,4,10,30.0,1
1072851,67401,prior,3,5,17,30.0,2
636109,67401,prior,4,3,10,30.0,3
1792556,67601,prior,1,0,11,,0
1928909,67601,prior,2,1,13,8.0,1
3400164,67601,prior,3,1,9,14.0,2
2319204,67601,prior,4,5,19,11.0,3
1202433,67801,prior,3,2,15,30.0,0
2876491,67801,prior,4,6,17,30.0,1
201194,67801,prior,5,0,15,30.0,2
2683484,67801,prior,6,2,12,16.0,3
1966796,67801,prior,7,2,13,7.0,4
34945,68001,prior,17,0,7,8.0,0
1196158,68001,prior,18,6,14,6.0,1
3115692,68001,prior,19,6,16,7.0,2
1622378,68001,prior,20,6,9,7.0,3
1421327,68001,prior,21,2,14,30.0,4
644659,68201,prior,1,3,15,,0
572581,68201,prior,2,0,10,11.0,1
3135922,68201,prior,3,3,9,17.0,2
180601,68201,prior,4,6,13,17.0,3
1997153,68401,prior,6,2,17,6.0,0
2422844,68401,prior,7,3,14,30.0,1
649142,68401,prior,8,3,9,28.0,2
3367274,68401,prior,9,3,11,28.0,3
2330204,68401,prior,10,5,13,30.0,4
201189,68601,prior,1,4,13,,0
2803259,68601,prior,2,6,9,2.0,1
109326,68601,prior,3,0,13,8.0,2
1944216,68801,prior,21,0,13,22.0,0
2112165,68801,prior,22,0,14,14.0,1
308696,68801,prior,23,0,17,14.0,2
2499436,68801,prior,24,6,11,13.0,3
3223752,68801,prior,25,6,16,30.0,4
2533310,69001,prior,6,0,19,30.0,0
2059087,69001,prior,7,1,9,29.0,1
262463,69001,prior,8,1,10,21.0,2
132570,69001,prior,9,1,9,14.0,3
1832446,69001,prior,10,1,9,14.0,4
1964319,69201,prior,1,6,17,,0
2602518,69201,prior,2,4,17,5.0,1
1645435,69201,prior,3,5,11,8.0,2
2193099,69201,prior,4,5,18,30.0,3
1341058,69401,prior,5,0,16,3.0,0
2402306,69401,prior,6,5,15,26.0,1
700131,69401,prior,7,4,12,6.0,2
2649882,69401,prior,8,2,12,19.0,3
1235802,69401,prior,9,4,10,16.0,4
2354430,69601,prior,6,1,18,29.0,0
775084,69601,prior,7,5,9,4.0,1
1386171,69601,prior,8,1,10,30.0,2
746463,69601,prior,9,0,12,27.0,3
391441,69601,prior,10,0,9,28.0,4
1286351,69801,prior,1,4,12,,0
836691,69801,prior,2,2,18,30.0,1
3215423,69801,prior,3,0,18,30.0,2
865727,69801,prior,4,3,18,30.0,3
1158273,70001,prior,36,0,22,6.0,0
633358,70001,prior,37,6,22,6.0,1
1268247,70001,prior,38,6,21,7.0,2
2360589,70001,prior,39,6,21,7.0,3
2912677,70001,prior,40,0,22,8.0,4
1203692,70201,prior,6,2,14,0.0,0
652021,70201,prior,7,4,0,16.0,1
2237852,70201,prior,8,4,7,0.0,2
1684382,70201,prior,9,1,16,4.0,3
2241711,70201,prior,10,1,14,30.0,4
2284821,70401,prior,19,1,15,1.0,0
154921,70401,prior,20,4,16,3.0,1
1801340,70401,prior,21,2,14,19.0,2
412818,70401,prior,22,1,13,27.0,3
318147,70401,prior,23,5,17,30.0,4
410722,70601,prior,7,3,9,30.0,0
2529227,70601,prior,8,2,11,6.0,1
2578150,70601,prior,9,3,13,15.0,2
2575391,70601,prior,10,2,7,30.0,3
3243206,70601,prior,11,1,9,13.0,4
2295808,70801,prior,1,0,11,,0
1614635,70801,prior,2,0,9,30.0,1
791043,70801,prior,3,2,15,30.0,2
288840,70801,prior,4,2,12,14.0,3
3185779,70801,prior,5,3,11,22.0,4
2292450,71001,prior,12,5,14,1.0,0
930456,71001,prior,13,1,10,3.0,1
2029724,71001,prior,14,3,17,2.0,2
290376,71001,prior,15,3,19,0.0,3
1335936,71001,prior,16,2,14,6.0,4
1291674,71201,prior,7,4,14,8.0,0
2596265,71201,prior,8,4,15,0.0,1
3062532,71201,prior,9,3,0,30.0,2
924396,71201,prior,10,0,18,4.0,3
807991,71201,prior,11,3,0,10.0,4
2750029,71401,prior,59,5,9,8.0,0
619494,71401,prior,60,6,11,8.0,1
2893679,71401,prior,61,1,10,9.0,2
833363,71401,prior,62,2,10,8.0,3
879369,71401,prior,63,4,8,2.0,4
3239388,71601,prior,49,2,9,2.0,0
1044502,71601,prior,50,5,21,3.0,1
653397,71601,prior,51,6,17,1.0,2
693247,71601,prior,52,1,14,9.0,3
1612682,71601,prior,53,1,12,30.0,4
1673683,71801,prior,22,2,19,20.0,0
2328566,71801,prior,23,0,16,26.0,1
1413020,71801,prior,24,3,17,10.0,2
2328968,71801,prior,25,1,7,5.0,3
2240553,71801,prior,26,2,18,15.0,4
2358855,72001,prior,20,4,17,3.0,0
1185013,72001,prior,21,4,22,0.0,1
1283971,72001,prior,22,0,18,10.0,2
1787355,72001,prior,23,1,17,8.0,3
1194047,72001,prior,24,2,13,8.0,4
624623,72201,prior,10,3,12,8.0,0
1653824,72201,prior,11,2,12,30.0,1
1573251,72201,prior,12,1,12,30.0,2
3012584,72201,prior,13,5,9,4.0,3
85793,72201,prior,14,1,8,17.0,4
1310988,72401,prior,9,2,9,19.0,0
796401,72401,prior,10,4,11,16.0,1
2050361,72401,prior,11,5,17,1.0,2
2705853,72401,prior,12,0,14,9.0,3
978802,72401,prior,13,0,10,28.0,4
633428,72601,prior,54,5,19,8.0,0
1452515,72601,prior,55,5,13,7.0,1
2709914,72601,prior,56,5,13,7.0,2
840639,72601,prior,57,6,10,8.0,3
2927038,72601,prior,58,3,14,4.0,4
507171,72801,prior,4,0,22,7.0,0
1334320,72801,prior,5,0,14,30.0,1
1766813,72801,prior,6,6,13,30.0,2
2129278,72801,prior,7,0,14,8.0,3
352328,72801,prior,8,4,8,25.0,4
1021987,73001,prior,5,0,9,7.0,0
933128,73001,prior,6,2,17,2.0,1
1730242,73001,prior,7,0,12,5.0,2
1943756,73001,prior,8,0,10,7.0,3
1416415,73001,prior,9,0,15,7.0,4
2507242,73201,prior,9,0,14,15.0,0
1607886,73201,prior,10,6,10,13.0,1
340391,73201,prior,11,0,9,1.0,2
1633548,73201,prior,12,6,12,6.0,3
1995338,73201,prior,13,5,13,30.0,4
908768,73401,prior,4,6,17,30.0,0
514742,73401,prior,5,6,17,28.0,1
2008104,73401,prior,6,5,21,30.0,2
2652947,73401,prior,7,5,21,30.0,3
2094725,73401,prior,8,5,21,14.0,4
291213,73601,prior,10,4,14,14.0,0
2551049,73601,prior,11,4,12,14.0,1
602217,73601,prior,12,2,21,12.0,2
640461,73601,prior,13,2,23,14.0,3
1273143,73601,prior,14,6,14,30.0,4
2007471,73801,prior,1,4,19,,0
829953,73801,prior,2,0,17,30.0,1
1948143,73801,prior,3,0,15,7.0,2
1960084,74001,prior,32,6,15,6.0,0
398297,74001,prior,33,2,14,3.0,1
323592,74001,prior,34,0,7,5.0,2
3414328,74001,prior,35,1,11,15.0,3
2689339,74001,prior,36,6,9,5.0,4
1338642,74201,prior,5,2,15,30.0,0
2844418,74201,prior,6,2,10,30.0,1
882628,74201,prior,7,3,15,22.0,2
1180277,74201,prior,8,4,14,8.0,3
1465923,74201,prior,9,4,11,30.0,4
3287990,74401,prior,17,1,12,19.0,0
2124385,74401,prior,18,0,16,27.0,1
2700468,74401,prior,19,0,14,14.0,2
68881,74401,prior,20,5,17,12.0,3
3270252,74401,prior,21,6,15,1.0,4
1405081,74601,prior,25,6,9,7.0,0
1054576,74601,prior,26,5,11,6.0,1
240533,74601,prior,27,0,0,9.0,2
3389796,74601,prior,28,4,15,4.0,3
282407,74601,prior,29,6,15,2.0,4
1275207,74801,prior,28,5,16,27.0,0
2543319,74801,prior,29,0,7,2.0,1
773830,74801,prior,30,6,17,13.0,2
91748,74801,prior,31,5,5,13.0,3
3269584,74801,prior,32,5,0,14.0,4
2267053,75001,prior,40,3,16,10.0,0
2219032,75001,prior,41,2,16,6.0,1
3393985,75001,prior,42,6,7,11.0,2
567474,75001,prior,43,4,13,5.0,3
329604,75001,prior,44,4,12,7.0,4
511782,75201,prior,37,2,15,9.0,0
1182294,75201,prior,38,2,11,7.0,1
3069743,75201,prior,39,2,12,14.0,2
2950643,75201,prior,40,2,19,7.0,3
140359,75201,prior,41,2,19,0.0,4
360977,75401,prior,1,4,8,,0
727382,75401,prior,2,5,7,30.0,1
1759458,75401,prior,3,5,19,30.0,2
61613,75401,prior,4,0,16,30.0,3
3198310,75601,prior,10,1,13,20.0,0
2074804,75601,prior,11,3,12,30.0,1
2689903,75601,prior,12,2,11,30.0,2
3036582,75601,prior,13,4,11,23.0,3
781174,75601,prior,14,2,12,30.0,4
2852553,75801,prior,85,5,14,4.0,0
1021325,75801,prior,86,3,11,5.0,1
1470471,75801,prior,87,6,17,3.0,2
954592,75801,prior,88,4,21,5.0,3
3320457,75801,prior,89,0,11,3.0,4
858222,76001,prior,4,0,16,30.0,0
2709656,76001,prior,5,0,12,14.0,1
769911,76001,prior,6,0,12,30.0,2
962872,76001,prior,7,0,13,14.0,3
1084783,76001,prior,8,0,10,7.0,4
3011533,76201,prior,55,2,14,7.0,0
1860631,76201,prior,56,2,15,7.0,1
2393054,76201,prior,57,3,14,8.0,2
1371334,76201,prior,58,3,20,0.0,3
1342527,76201,prior,59,5,15,9.0,4
3109418,76401,prior,1,4,8,,0
1803819,76401,prior,2,4,8,7.0,1
2011309,76401,prior,3,0,20,3.0,2
2876175,76601,prior,1,6,10,,0
190535,76601,prior,2,4,9,5.0,1
1084836,76601,prior,3,0,17,3.0,2
2319418,76801,prior,7,3,11,11.0,0
627202,76801,prior,8,4,11,15.0,1
2042935,76801,prior,9,2,16,19.0,2
3184175,76801,prior,10,1,11,13.0,3
412642,76801,prior,11,2,11,8.0,4
3132831,77001,prior,1,5,10,,0
2946320,77001,prior,2,0,13,30.0,1
2157928,77001,prior,3,6,10,13.0,2
2277258,77001,prior,4,6,10,30.0,3
2042022,77001,prior,5,4,12,30.0,4
81403,77201,prior,5,4,9,3.0,0
1921762,77201,prior,6,1,10,4.0,1
1791063,77201,prior,7,2,13,22.0,2
7236,77201,prior,8,1,10,6.0,3
2402295,77201,prior,9,2,8,8.0,4
332385,77401,prior,1,4,20,,0
2115117,77401,prior,2,2,0,19.0,1
2078804,77401,prior,3,3,0,22.0,2
226251,77401,prior,4,4,19,22.0,3
339916,77401,prior,5,6,10,30.0,4
445319,77601,prior,5,6,9,7.0,0
1078511,77601,prior,6,4,15,5.0,1
3315829,77601,prior,7,6,8,2.0,2
757708,77601,prior,8,5,15,6.0,3
1734588,77601,prior,9,0,14,9.0,4
2689234,77801,prior,1,6,13,,0
142194,77801,prior,2,2,17,30.0,1
2233067,77801,prior,3,4,15,2.0,2
1244469,78001,prior,9,1,10,13.0,0
2755147,78001,prior,10,2,8,15.0,1
2777770,78001,prior,11,4,8,30.0,2
653798,78001,prior,12,4,10,21.0,3
3341174,78001,prior,13,3,10,13.0,4
1743435,78201,prior,1,1,9,,0
858601,78201,prior,2,4,20,30.0,1
508256,78201,prior,3,5,14,30.0,2
470240,78201,prior,4,3,1,30.0,3
341274,78401,prior,2,3,17,2.0,0
1439370,78401,prior,3,0,19,4.0,1
1241707,78401,prior,4,6,19,6.0,2
2283568,78401,prior,5,4,17,5.0,3
129107,78401,prior,6,2,13,5.0,4
1821684,78601,prior,4,4,9,7.0,0
2547263,78601,prior,5,4,12,21.0,1
3383989,78601,prior,6,4,8,14.0,2
745061,78601,prior,7,2,8,12.0,3
2424299,78601,prior,8,1,23,30.0,4
3004439,78801,prior,27,3,11,2.0,0
741265,78801,prior,28,6,13,10.0,1
1273983,78801,prior,29,2,19,3.0,2
2280964,78801,prior,30,5,11,10.0,3
1850050,78801,prior,31,4,15,20.0,4
2113606,79001,prior,7,5,20,6.0,0
298816,79001,prior,8,6,13,8.0,1
1041364,79001,prior,9,6,21,14.0,2
930673,79001,prior,10,5,20,6.0,3
2647688,79001,prior,11,6,18,8.0,4
133393,79201,prior,2,0,14,13.0,0
2617142,79201,prior,3,1,9,15.0,1
359044,79201,prior,4,1,21,14.0,2
1585933,79201,prior,5,5,7,4.0,3
3162291,79201,prior,6,0,10,2.0,4
171552,79401,prior,20,5,7,6.0,0
3168341,79401,prior,21,6,19,1.0,1
1946268,79401,prior,22,5,11,6.0,2
315018,79401,prior,23,6,9,1.0,3
1334258,79401,prior,24,4,10,19.0,4
1939112,79601,prior,19,4,10,30.0,0
2652902,79601,prior,20,5,14,30.0,1
2433747,79601,prior,21,5,11,7.0,2
1461500,79601,prior,22,5,15,21.0,3
2554437,79601,prior,23,6,18,29.0,4
2681320,79801,prior,6,2,10,4.0,0
948375,79801,prior,7,2,9,7.0,1
2422597,79801,prior,8,2,12,7.0,2
3002876,79801,prior,9,2,13,7.0,3
301757,79801,prior,10,3,16,1.0,4
2325957,80001,prior,12,1,11,14.0,0
2814889,80001,prior,13,0,11,6.0,1
2208762,80001,prior,14,1,20,8.0,2
2526231,80001,prior,15,5,11,18.0,3
2392827,80001,prior,16,1,11,10.0,4
1956489,80201,prior,2,0,15,30.0,0
1838062,80201,prior,3,0,14,30.0,1
639582,80201,prior,4,0,16,7.0,2
2077478,80201,prior,5,2,20,9.0,3
2054275,80201,prior,6,4,19,30.0,4
1058854,80401,prior,38,1,13,19.0,0
3308046,80401,prior,39,0,9,6.0,1
680248,80401,prior,40,2,13,16.0,2
1770545,80401,prior,41,2,18,0.0,3
1623034,80401,prior,42,5,13,10.0,4
1707099,80601,prior,52,1,12,2.0,0
1938882,80601,prior,53,6,17,5.0,1
383696,80601,prior,54,1,17,9.0,2
2166154,80601,prior,55,5,13,4.0,3
1974284,80601,prior,56,0,10,2.0,4
2706654,80801,prior,1,3,13,,0
2607325,80801,prior,2,4,16,1.0,1
514803,80801,prior,3,1,15,11.0,2
1268876,80801,prior,4,4,18,30.0,3
713924,80801,prior,5,5,16,30.0,4
2804592,81001,prior,4,1,11,11.0,0
2430816,81001,prior,5,2,10,22.0,1
1304023,81001,prior,6,2,10,14.0,2
3067910,81001,prior,7,5,13,17.0,3
196871,81001,prior,8,2,10,11.0,4
3248751,81201,prior,9,5,12,3.0,0
1381423,81201,prior,10,4,8,6.0,1
2961373,81201,prior,11,1,11,4.0,2
689372,81201,prior,12,3,11,9.0,3
104066,81201,prior,13,1,1,5.0,4
3199642,81401,prior,5,0,12,22.0,0
92460,81401,prior,6,1,19,30.0,1
1821623,81401,prior,7,1,0,21.0,2
325574,81401,prior,8,6,13,19.0,3
838327,81401,prior,9,6,22,28.0,4
1142717,81601,prior,3,4,8,7.0,0
1163351,81601,prior,4,1,16,11.0,1
3396670,81601,prior,5,1,14,7.0,2
2768529,81601,prior,6,2,14,15.0,3
312421,81601,prior,7,2,7,7.0,4
2305311,81801,prior,4,6,7,30.0,0
2467368,81801,prior,5,1,7,9.0,1
2894886,81801,prior,6,1,10,7.0,2
1419508,81801,prior,7,4,17,3.0,3
3037005,81801,prior,8,4,13,14.0,4
489226,82001,prior,13,2,11,16.0,0
2841922,82001,prior,14,6,13,25.0,1
2548373,82001,prior,15,2,12,30.0,2
1641459,82001,prior,16,4,9,30.0,3
339034,82001,prior,17,0,10,30.0,4
2575633,82201,prior,1,2,21,,0
2384017,82201,prior,2,3,19,30.0,1
1587714,82201,prior,3,2,20,27.0,2
1794560,82201,prior,4,1,22,20.0,3
2966920,82401,prior,16,6,17,7.0,0
1125453,82401,prior,17,4,18,5.0,1
3275722,82401,prior,18,6,7,16.0,2
1722448,82401,prior,19,6,18,7.0,3
3164901,82401,prior,20,0,16,8.0,4
3087430,82601,prior,17,4,20,13.0,0
1816087,82601,prior,18,5,19,15.0,1
2856984,82601,prior,19,1,20,30.0,2
1658424,82601,prior,20,4,19,17.0,3
1454216,82601,prior,21,0,8,30.0,4
2196366,82801,prior,1,1,15,,0
1544428,82801,prior,2,5,17,25.0,1
1764164,82801,prior,3,0,19,30.0,2
2476320,83001,prior,1,2,0,,0
2201146,83001,prior,2,2,23,21.0,1
2988298,83001,prior,3,2,22,28.0,2
2262308,83001,prior,4,2,13,30.0,3
1642268,83001,prior,5,0,22,26.0,4
1908126,83201,prior,5,2,10,30.0,0
2568070,83201,prior,6,1,15,6.0,1
2001823,83201,prior,7,2,10,30.0,2
1237743,83201,prior,8,1,17,30.0,3
1333935,83201,prior,9,4,10,30.0,4
1323598,83401,prior,4,0,18,30.0,0
173078,83401,prior,5,0,15,30.0,1
2386273,83401,prior,6,0,14,30.0,2
2655714,83401,prior,7,4,14,11.0,3
2943118,83401,prior,8,4,16,7.0,4
721441,83601,prior,4,4,7,30.0,0
2146174,83601,prior,5,0,17,17.0,1
1725141,83601,prior,6,1,20,8.0,2
2975654,83601,prior,7,4,11,24.0,3
1893965,83601,prior,8,5,9,30.0,4
642578,83801,prior,2,1,15,30.0,0
3032783,83801,prior,3,0,10,27.0,1
222602,83801,prior,4,1,19,30.0,2
3198392,83801,prior,5,5,15,30.0,3
527839,83801,prior,6,0,15,30.0,4
2369389,84001,prior,13,2,9,30.0,0
1736041,84001,prior,14,0,21,26.0,1
3179367,84001,prior,15,6,7,27.0,2
2549033,84001,prior,16,4,12,30.0,3
1937732,84001,prior,17,1,21,30.0,4
766959,84201,prior,1,2,18,,0
2702069,84201,prior,2,0,12,26.0,1
1636978,84201,prior,3,3,13,30.0,2
2588967,84201,prior,4,2,10,13.0,3
1589172,84201,prior,5,6,20,30.0,4
2198490,84401,prior,2,4,12,17.0,0
2605195,84401,prior,3,6,10,16.0,1
654716,84401,prior,4,5,20,20.0,2
1375443,84401,prior,5,1,10,17.0,3
1673070,84401,prior,6,0,13,27.0,4
1802049,84601,prior,11,5,17,9.0,0
2652841,84601,prior,12,6,13,8.0,1
2856129,84601,prior,13,3,15,4.0,2
1269569,84601,prior,14,6,10,3.0,3
591143,84601,prior,15,6,17,7.0,4
3289400,84801,prior,1,4,12,,0
912268,84801,prior,2,3,9,20.0,1
1808883,84801,prior,3,2,10,27.0,2
2784382,85001,prior,21,5,17,15.0,0
567962,85001,prior,22,6,15,15.0,1
2169081,85001,prior,23,0,11,22.0,2
899690,85001,prior,24,6,7,6.0,3
2074962,85001,prior,25,5,21,20.0,4
2611837,85201,prior,18,4,16,8.0,0
226524,85201,prior,19,5,17,30.0,1
802446,85201,prior,20,3,12,12.0,2
1520502,85201,prior,21,2,15,20.0,3
1366853,85201,prior,22,4,17,9.0,4
1874382,85401,prior,1,1,14,,0
1617858,85401,prior,2,0,18,30.0,1
433650,85401,prior,3,1,18,30.0,2
325302,85401,prior,4,1,9,7.0,3
2836301,85601,prior,8,2,18,5.0,0
349483,85601,prior,9,2,11,7.0,1
2332716,85601,prior,10,0,22,19.0,2
1312486,85601,prior,11,2,13,30.0,3
282897,85601,prior,12,2,11,14.0,4
1313549,85801,prior,21,2,17,6.0,0
2355603,85801,prior,22,0,13,30.0,1
1570651,85801,prior,23,2,12,2.0,2
1369282,85801,prior,24,1,11,30.0,3
2813751,85801,prior,25,5,16,4.0,4
162244,86001,prior,4,6,23,0.0,0
2641950,86001,prior,5,5,21,30.0,1
1673763,86001,prior,6,3,6,5.0,2
2723308,86001,prior,7,1,11,26.0,3
2269293,86001,prior,8,5,22,30.0,4
2783396,86201,prior,9,1,13,7.0,0
1597726,86201,prior,10,1,8,14.0,1
3301712,86201,prior,11,3,18,9.0,2
2558512,86201,prior,12,6,14,17.0,3
933305,86201,prior,13,1,8,9.0,4
3368300,86401,prior,3,2,9,9.0,0
2086393,86401,prior,4,1,11,13.0,1
431270,86401,prior,5,0,12,13.0,2
2776749,86401,prior,6,1,16,30.0,3
1656575,86401,prior,7,2,15,22.0,4
1968953,86601,prior,1,6,12,,0
736490,86601,prior,2,6,17,7.0,1
1919483,86601,prior,3,0,12,15.0,2
2851270,86801,prior,4,5,15,29.0,0
2232207,86801,prior,5,4,9,30.0,1
741116,86801,prior,6,0,17,17.0,2
389234,86801,prior,7,0,10,28.0,3
3071670,86801,prior,8,2,13,30.0,4
2207287,87001,prior,1,6,19,,0
1865441,87001,prior,2,2,19,30.0,1
3024667,87001,prior,3,3,19,22.0,2
2849484,87001,prior,4,6,20,17.0,3
2840830,87201,prior,1,1,8,,0
499397,87201,prior,2,0,17,30.0,1
1500702,87201,prior,3,2,9,30.0,2
2657718,87201,prior,4,1,7,30.0,3
833120,87201,prior,5,5,8,30.0,4
1268552,87401,prior,11,1,10,30.0,0
815236,87401,prior,12,5,9,4.0,1
2836670,87401,prior,13,1,8,3.0,2
1209545,87401,prior,14,5,16,18.0,3
3260474,87401,prior,15,6,19,1.0,4
2091164,87601,prior,42,6,19,4.0,0
477813,87601,prior,43,0,19,1.0,1
140537,87601,prior,44,6,17,13.0,2
734206,87601,prior,45,0,17,15.0,3
327671,87601,prior,46,2,18,9.0,4
2424345,87801,prior,8,0,6,14.0,0
1284861,87801,prior,9,0,6,7.0,1
1630357,87801,prior,10,1,16,8.0,2
1794415,87801,prior,11,6,14,12.0,3
3414416,87801,prior,12,3,12,25.0,4
802503,88001,prior,1,5,19,,0
784049,88001,prior,2,6,17,29.0,1
780075,88001,prior,3,1,20,30.0,2
1189794,88201,prior,28,6,15,3.0,0
1436445,88201,prior,29,0,11,30.0,1
319373,88201,prior,30,6,15,13.0,2
817560,88201,prior,31,5,15,30.0,3
2278022,88201,prior,32,5,17,30.0,4
2750746,88401,prior,17,3,18,15.0,0
1904033,88401,prior,18,0,14,11.0,1
630494,88401,prior,19,1,17,8.0,2
1131205,88401,prior,20,3,12,9.0,3
115730,88401,prior,21,1,11,5.0,4
2418468,88601,prior,5,6,17,7.0,0
129945,88601,prior,6,0,12,29.0,1
3343488,88601,prior,7,0,22,30.0,2
3270431,88601,prior,8,0,13,28.0,3
1906246,88601,prior,9,0,13,7.0,4
79119,88801,prior,2,4,16,11.0,0
2369223,88801,prior,3,0,18,3.0,1
2663583,88801,prior,4,5,9,12.0,2
626425,88801,prior,5,3,15,5.0,3
1028244,88801,prior,6,6,9,10.0,4
666745,89001,prior,7,1,13,30.0,0
1258853,89001,prior,8,6,10,26.0,1
638990,89001,prior,9,5,23,30.0,2
1212494,89001,prior,10,0,21,30.0,3
623979,89001,prior,11,5,11,26.0,4
2534150,89201,prior,1,0,9,,0
1542600,89201,prior,2,4,16,30.0,1
1155713,89201,prior,3,2,14,12.0,2
2192155,89201,prior,4,5,17,17.0,3
1875396,89401,prior,1,3,9,,0
1013330,89401,prior,2,2,11,30.0,1
2395300,89401,prior,3,0,14,30.0,2
3218224,89601,prior,11,1,11,30.0,0
376894,89601,prior,12,2,17,8.0,1
831136,89601,prior,13,4,17,30.0,2
1089762,89601,prior,14,1,21,4.0,3
1253989,89601,prior,15,1,10,21.0,4
666147,89801,prior,1,1,10,,0
1065227,89801,prior,2,1,21,7.0,1
3227157,89801,prior,3,6,14,19.0,2
900904,90001,prior,7,1,15,9.0,0
1760816,90001,prior,8,3,9,30.0,1
370057,90001,prior,9,4,21,1.0,2
1946910,90001,prior,10,6,9,30.0,3
1525366,90001,prior,11,3,7,25.0,4
2171402,90201,prior,5,0,10,27.0,0
115189,90201,prior,6,0,11,7.0,1
3373475,90201,prior,7,5,14,19.0,2
2448129,90201,prior,8,4,17,6.0,3
746583,90201,prior,9,0,17,3.0,4
1799922,90401,prior,7,6,15,21.0,0
1757038,90401,prior,8,6,15,30.0,1
721651,90401,prior,9,6,17,30.0,2
1877277,90401,prior,10,5,15,27.0,3
150806,90401,prior,11,4,12,30.0,4
2901260,90601,prior,1,2,20,,0
1933098,90601,prior,2,2,8,14.0,1
3323124,90601,prior,3,5,9,10.0,2
382087,90801,prior,1,5,6,,0
1267727,90801,prior,2,5,22,21.0,1
259206,90801,prior,3,3,12,26.0,2
3036620,90801,prior,4,3,11,7.0,3
1473712,91001,prior,1,3,18,,0
1673524,91001,prior,2,5,17,30.0,1
869337,91001,prior,3,4,16,30.0,2
1058739,91001,prior,4,2,12,30.0,3
1933132,91001,prior,5,1,13,30.0,4
1065572,91201,prior,28,2,10,14.0,0
1111418,91201,prior,29,2,8,14.0,1
3365019,91201,prior,30,1,8,13.0,2
2336064,91201,prior,31,1,12,14.0,3
2273789,91201,prior,32,5,9,4.0,4
1547246,91401,prior,1,6,18,,0
113885,91401,prior,2,0,18,30.0,1
1837663,91401,prior,3,2,10,30.0,2
1291157,91601,prior,76,0,14,7.0,0
1814000,91601,prior,77,0,18,7.0,1
2198844,91601,prior,78,5,10,5.0,2
3118064,91601,prior,79,5,12,14.0,3
2917097,91601,prior,80,1,12,3.0,4
240136,91801,prior,27,2,12,6.0,0
1693927,91801,prior,28,1,22,6.0,1
2260897,91801,prior,29,0,14,20.0,2
3333456,91801,prior,30,4,9,4.0,3
2254357,91801,prior,31,1,10,11.0,4
280118,92001,prior,3,6,15,30.0,0
3374378,92001,prior,4,6,14,30.0,1
66958,92001,prior,5,6,12,21.0,2
984965,92001,prior,6,1,10,23.0,3
492752,92001,prior,7,3,10,30.0,4
3067850,92201,prior,4,0,15,30.0,0
584804,92201,prior,5,1,10,15.0,1
1596119,92201,prior,6,5,9,30.0,2
2848832,92201,prior,7,5,13,7.0,3
2167085,92201,prior,8,0,17,9.0,4
2495299,92401,prior,42,0,13,14.0,0
3088102,92401,prior,43,2,13,2.0,1
1654133,92401,prior,44,0,15,5.0,2
3265199,92401,prior,45,0,18,14.0,3
1254473,92401,prior,46,1,18,1.0,4
1024161,92601,prior,19,1,19,12.0,0
3246102,92601,prior,20,3,10,16.0,1
1436403,92601,prior,21,0,12,4.0,2
2842005,92601,prior,22,1,11,8.0,3
368138,92601,prior,23,0,16,27.0,4
1563780,92801,prior,19,0,10,13.0,0
1233688,92801,prior,20,3,14,10.0,1
2536278,92801,prior,21,1,8,30.0,2
2240525,92801,prior,22,6,12,26.0,3
35907,92801,prior,23,4,16,19.0,4
148801,93001,prior,51,0,19,12.0,0
2006922,93001,prior,52,0,19,7.0,1
2559583,93001,prior,53,0,9,7.0,2
108206,93001,prior,54,0,11,7.0,3
2054810,93001,prior,55,0,12,7.0,4
291339,93201,prior,4,0,19,11.0,0
1941127,93201,prior,5,1,20,1.0,1
